epoca,periodo,provincia,distrito_old,distrito,provincia_pcode,distrito_pcode,avisos,ocorrencia_,chuvas,ventos_fortes,descarga_atmosferica,data,pessoas_afectadas_,familias__afectadas_,pessoas_indirectamente_afectadas,familias_indirectamente_afectadas,feridos,obitos,obitos2,grupos_vulneraveis,casas_parcialmente_dest,casas_totalmente_destr,casas_inundadas,escolas_afectadas,salas_de_aulas_parcialmente_destruidas,salas_de_aulas_totalmente_destruidas,alunos_afectados,prof_afectados,casas_de_culto,unidades_sanitarias,hospital_parcialmente_destruidas,hospital_totalmente_destruidas,centro_de_saude_parcialmente_destruidas,postes_de_energia,rede_de_pesca,embarcacoes,posto_de_transformacao,posto_policial,pensoes_para_hospedagem,sistema_de_abastecimento_de_agua,area_afectada_ha,familias_afectadas,accoes_em_curso,observacoes
2017-2018,Novembro,Maputo,Cidade da Matola,Matola,MZ09,MZ1001,n/a,Chuvas e ventos fortes,1,TRUE,0,11/15/2017,45,9,n/a,n/a,n/a,n/a,n/a,n/a,9,n/a,n/a,1,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2017-2018,Janeiro,Maputo,Cidade da Matola,Matola,MZ09,MZ1001,006/INAM-DAPT/999/2018,Chuvas e ventos fortes,1,TRUE,0,1/8/2018,145,29,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,29,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2017-2018,Janeiro,Maputo,Cidade da Matola,Matola,MZ09,MZ1001,n/a,Chuvas acompanhadas de Trovoadas,1,FALSE,0,1/25/2018,510,102,n/a,n/a,1,n/a,n/a,n/a,n/a,2,100,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2017-2018,Fevereiro,Maputo,Cidade da Matola,Matola,MZ09,MZ1001,n/a,Chuvas fortes,1,FALSE,0,2/20/2018,8800,1780,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1780,1,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2016-2017,n/a,Manica,Cidade de Chimoio,Cidade de Chimoio,MZ06,MZ0601,062/INAM-DAPT/999/2016,Chuvas e ventos fortes,1,TRUE,0,12/24/2016,10,2,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a,n/a,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2016-2017,n/a,Manica,Cidade de Chimoio,Cidade de Chimoio,MZ06,MZ0601,n/a,Chuvas fortes,1,FALSE,0,1/12/2017,25,5,n/a,n/a,n/a,n/a,n/a,n/a,2,3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2016-2017,n/a,Manica,Cidade de Chimoio,Cidade de Chimoio,MZ06,MZ0601,n/a,Chuvas e ventos fortes,1,TRUE,0,2/7/2017,76,17,n/a,n/a,n/a,n/a,n/a,n/a,44,8,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2017-2018,Outubro,Manica,Cidade de Chimoio,Cidade de Chimoio,MZ09,MZ0601,n/a,Chuvas e ventos fortes,1,TRUE,0,10/10/2017,4535,907,n/a,n/a,1,n/a,n/a,n/a,907,n/a,n/a,n/a,59,2,6705,153,8,2,n/a,n/a,n/a,18,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2017-2018,Janeiro,Manica,Cidade de Chimoio,Cidade de Chimoio,MZ09,MZ0601,n/a,Chuvas e ventos fortes,1,TRUE,0,1/2/2018,10,2,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a,n/a,1,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2017-2018,Fevereiro,Manica,Cidade de Chimoio,Cidade de Chimoio,MZ09,MZ0601,n/a,Chuvas e ventos fortes,1,TRUE,0,2/12/2018,38,6,n/a,n/a,n/a,n/a,n/a,n/a,4,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2017-2018,Fevereiro,Manica,Cidade de Chimoio,Cidade de Chimoio,MZ09,MZ0601,n/a,Chuvas acompanhadas de Trovoadas,1,FALSE,0,2/16/2018,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2018-2019,Marco,Manica,Cidade de Chimoio,Cidade de Chimoio,n/a,n/a,n/a,Ciclone,n/a,n/a,n/a,3/15/2019,36488,8846,n/a,n/a,1,n/a,2,n/a,2502,6988,n/a,9,34,n/a,4080,68,1,1,n/a,n/a,n/a,3,n/a,n/a,n/a,n/a,n/a,n/a,13712,3500,n/a,n/a
2016-2017,n/a,Inhambane,Cidade de Inhambane,Cidade de Inhambane,MZ08,MZ0801,n/a,Chuvas fortes,1,FALSE,0,1/16/2017,531,106,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,106,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2016-2017,n/a,Inhambane,Cidade de Inhambane,Cidade de Inhambane,MZ08,MZ0801,n/a,Chuvas e ventos fortes,1,TRUE,0,1/18/2017,1225,245,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,282,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2016-2017,n/a,Inhambane,Cidade de Inhambane,Cidade de Inhambane,MZ08,MZ0801,n/a,Ciclone,0,FALSE,0,2/15/2017,70546,13950,n/a,n/a,1,n/a,n/a,n/a,10722,747,n/a,n/a,n/a,181,n/a,n/a,n/a,11,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2017-2018,Novembro,Niassa,Cidade de Lichinga,Cidade de Lichinga,MZ09,MZ0101,n/a,Ventos fortes,0,TRUE,0,11/23/2017,44,16,n/a,n/a,1,n/a,n/a,n/a,4,16,n/a,1,3,2,915,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a
2017-2018,Janeiro,Niassa,Cidade de Lichinga,Cidade de Lichinga,MZ09,MZ0101,n/a,Chuvas e ventos fortes,1,TRUE,0,1/18/2018,120,24,n/a,n/a,n/a,n/a,n/a,n/a,23,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2017-2018,Janeiro,Niassa,Cidade de Lichinga,Cidade de Lichinga,MZ09,MZ0101,n/a,Chuvas fortes,1,FALSE,0,1/23/2018,120,24,n/a,n/a,n/a,n/a,n/a,n/a,23,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2017-2018,Janeiro,Niassa,Cidade de Lichinga,Cidade de Lichinga,MZ09,MZ0101,n/a,Chuvas fortes,1,FALSE,0,1/25/2018,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2017-2018,Janeiro,Nampula,Cidade de Nampula,Cidade de Nampula,MZ09,MZ0301,n/a,Chuvas e ventos fortes,1,TRUE,0,1/15/2018,1440,288,n/a,n/a,n/a,n/a,n/a,n/a,228,60,n/a,n/a,8,12,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2017-2018,Fevereiro,Nampula,Cidade de Nampula,Cidade de Nampula,MZ09,MZ0301,n/a,Chuvas e ventos fortes,1,TRUE,0,2/9/2018,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2016-2017,n/a,Cabo_Delgado,Cidade de Pemba,Cidade de Pemba,MZ02,MZ0201,n/a,Chuvas fortes,1,FALSE,0,2/9/2017,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2017-2018,Dezembro,Cabo_Delgado,Cidade de Pemba,Cidade de Pemba,MZ09,MZ0201,n/a,Chuvas fortes,1,FALSE,0,12/16/2017,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11,n/a,28,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2016-2017,n/a,Zambezia,Cidade de Quelimane,Cidade de Quelimane,MZ04,MZ0401,n/a,Chuvas e ventos fortes,1,TRUE,0,11/5/2016,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,2,n/a,150,4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2016-2017,n/a,Tete,Cidade de Tete,Cidade de Tete,MZ05,MZ0501,n/a,Ventos fortes,0,TRUE,0,11/20/2016,45,9,n/a,n/a,n/a,n/a,n/a,n/a,8,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2016-2017,n/a,Tete,Cidade de Tete,Cidade de Tete,MZ05,MZ0501,n/a,Ventos fortes,0,TRUE,0,11/26/2016,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2016-2017,n/a,Tete,Cidade de Tete,Cidade de Tete,MZ05,MZ0501,n/a,Chuvas e ventos fortes,1,TRUE,0,12/5/2016,10,2,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2016-2017,n/a,Tete,Cidade de Tete,Cidade de Tete,MZ05,MZ0501,n/a,Chuvas e ventos fortes,1,TRUE,0,1/18/2017,55,11,n/a,n/a,n/a,n/a,n/a,n/a,4,2,5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2016-2017,n/a,Tete,Cidade de Tete,Cidade de Tete,MZ05,MZ0501,n/a,Chuvas e ventos fortes,1,TRUE,0,1/21/2017,35,7,n/a,n/a,n/a,n/a,n/a,n/a,7,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2016-2017,n/a,Tete,Cidade de Tete,Cidade de Tete,MZ05,MZ0501,n/a,Chuvas e ventos fortes,1,TRUE,0,1/19/2017,370,74,n/a,n/a,n/a,n/a,n/a,n/a,50,24,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2016-2017,n/a,Tete,Cidade de Tete,Cidade de Tete,MZ05,MZ0501,n/a,Chuvas e ventos fortes,1,TRUE,0,2/6/2017,15,3,n/a,n/a,n/a,n/a,n/a,n/a,1,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2016-2017,n/a,Tete,Cidade de Tete,Cidade de Tete,MZ05,MZ0501,n/a,Chuvas e ventos fortes,1,TRUE,0,2/7/2017,5,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2016-2017,n/a,Tete,Cidade de Tete,Cidade de Tete,MZ05,MZ0501,n/a,Descarga atmosferica,0,FALSE,1,2/7/2017,n/a,n/a,n/a,n/a,3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2016-2017,n/a,Tete,Cidade de Tete,Cidade de Tete,MZ05,MZ0501,n/a,Chuvas e ventos fortes,1,TRUE,0,2/9/2017,80,16,n/a,n/a,n/a,n/a,n/a,n/a,15,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2017-2018,Janeiro,Tete,Cidade de Tete,Cidade de Tete,MZ09,MZ0501,n/a,Ventos fortes,0,TRUE,0,1/3/2018,30,6,n/a,n/a,n/a,n/a,n/a,n/a,6,n/a,n/a,1,9,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2017-2018,Janeiro,Tete,Cidade de Tete,Cidade de Tete,MZ09,MZ0501,n/a,Chuvas e ventos fortes,1,TRUE,0,1/4/2018,115,23,n/a,n/a,n/a,n/a,n/a,n/a,23,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2017-2018,Janeiro,Tete,Cidade de Tete,Cidade de Tete,MZ09,MZ0501,n/a,Chuvas e ventos fortes,1,TRUE,0,1/9/2018,135,27,n/a,n/a,n/a,n/a,n/a,n/a,27,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2017-2018,Fevereiro,Tete,Cidade de Tete,Cidade de Tete,MZ09,MZ0501,n/a,Chuvas e ventos fortes,1,TRUE,0,2/27/2018,295,59,n/a,n/a,n/a,n/a,3,n/a,37,22,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2017-2018,Marco,Tete,Cidade de Tete,Cidade de Tete,MZ09,MZ0501,n/a,Chuvas e ventos fortes,1,TRUE,0,3/1/2018,15,3,n/a,n/a,n/a,3,n/a,n/a,2,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2018-2019,Marco,Tete,Cidade de Tete,Cidade de Tete,MZ05,MZ0501,n/a,Depressao tropical,0,FALSE,0,3/8/2019,5051,997,n/a,n/a,n/a,6,6,n/a,187,844,933,4,n/a,n/a,999,n/a,20,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,313,986,n/a,n/a
2016-2017,n/a,Gaza,Cidade de Xai-Xai,Cidade de Xai-Xai,MZ09,MZ0901,n/a,Chuvas e ventos fortes,1,TRUE,0,10/24/2016,130,26,n/a,n/a,0,n/a,n/a,n/a,30,5,n/a,n/a,1,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2016-2017,n/a,Gaza,Cidade de Xai-Xai,Cidade de Xai-Xai,MZ09,MZ0901,n/a,Chuvas fortes,1,FALSE,0,12/28/2016,50,10,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,10,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2016-2017,n/a,Gaza,Cidade de Xai-Xai,Cidade de Xai-Xai,MZ09,MZ0901,n/a,Ciclone,0,FALSE,0,2/15/2017,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,5,n/a,600,12,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2017-2018,Novembro,Gaza,Cidade de Xai-Xai,Cidade de Xai-Xai,MZ09,MZ0901,n/a,Chuvas e ventos fortes,1,TRUE,0,11/15/2017,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2016-2017,n/a,Zambezia,Dere,Derre,MZ04,MZ0404,n/a,Chuvas e ventos fortes,1,TRUE,0,11/5/2016,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,1,n/a,53,3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2017-2018,Dezembro,Zambezia,Dere,Derre,MZ09,MZ0404,n/a,Chuvas fortes,1,FALSE,0,12/27/2017,150,30,n/a,n/a,n/a,n/a,n/a,n/a,28,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2017-2018,Janeiro,Tete,Doa,Doa,MZ09,MZ0507,n/a,Chuvas e ventos fortes,1,TRUE,0,1/4/2018,10,2,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2018-2019,Marco,Tete,Doa,Doa,MZ05,MZ0507,n/a,Depressao tropical,0,FALSE,0,3/8/2019,7790,1558,n/a,n/a,n/a,n/a,n/a,n/a,n/a,51,1039,1,2,n/a,338,n/a,3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4217,1004,n/a,n/a
2016-2017,n/a,Sofala,Dondo,Dondo,MZ07,MZ0707,n/a,Chuvas fortes,1,FALSE,0,12/18/2016,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2017-2018,Fevereiro,Sofala,Dondo,Dondo,MZ09,MZ0707,n/a,Chuvas fortes,1,FALSE,0,2/1/2018,225,45,n/a,n/a,n/a,n/a,n/a,n/a,n/a,19,26,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2018-2019,Marco,Sofala,Dondo,Dondo,n/a,n/a,n/a,Ciclone,n/a,n/a,n/a,3/14/2019,166511,33302,n/a,n/a,127,n/a,38,n/a,4823,13557,n/a,58,630,210,61451,1347,n/a,n/a,n/a,n/a,n/a,7,n/a,n/a,n/a,n/a,n/a,n/a,8500,22092,n/a,n/a
2016-2017,n/a,Nampula,Erati,Erati,MZ03,MZ0303,n/a,Chuvas e ventos fortes,1,TRUE,0,12/2/2016,2,1,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2016-2017,n/a,Inhambane,Funhalouro,Funhalouro,MZ08,MZ0802,n/a,Ciclone,0,FALSE,0,2/15/2017,10870,2174,n/a,n/a,n/a,n/a,n/a,n/a,25,1,n/a,n/a,n/a,8,n/a,n/a,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2017-2018,Outubro,Manica,Gondola,Gondola,MZ09,MZ0603,n/a,Chuvas e ventos fortes,1,TRUE,0,10/10/2017,1340,268,n/a,n/a,n/a,n/a,n/a,n/a,268,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2017-2018,Janeiro,Manica,Gondola,Gondola,MZ09,MZ0603,n/a,Chuvas e ventos fortes,1,TRUE,0,1/2/2018,60,12,n/a,n/a,n/a,n/a,n/a,n/a,12,n/a,n/a,2,3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a
2017-2018,Fevereiro,Manica,Gondola,Gondola,MZ09,MZ0603,n/a,Chuvas e ventos fortes,1,TRUE,0,2/15/2018,45,9,n/a,n/a,n/a,n/a,n/a,n/a,8,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2017-2018,Fevereiro,Manica,Gondola,Gondola,MZ09,MZ0603,n/a,Chuvas e ventos fortes,1,TRUE,0,2/27/2018,65,13,n/a,n/a,n/a,n/a,n/a,n/a,12,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2018-2019,Marco,Manica,Gondola,Gondola,n/a,n/a,n/a,Ciclone,n/a,n/a,n/a,3/15/2019,60925,10691,n/a,n/a,n/a,n/a,2,n/a,6455,12967,n/a,46,72,73,13346,280,12,5,n/a,n/a,n/a,5,n/a,n/a,n/a,n/a,n/a,171,81131,11959,n/a,n/a
2016-2017,n/a,Sofala,Gorongosa,Gorongosa,MZ07,MZ0708,n/a,Chuvas e ventos fortes,1,TRUE,0,11/20/2016,330,66,n/a,n/a,1,n/a,n/a,n/a,65,1,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2018-2019,Marco,Sofala,Gorongosa,Gorongosa,n/a,n/a,n/a,Ciclone,n/a,n/a,n/a,3/15/2019,28460,5692,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2176,n/a,17,47,n/a,4700,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,14448,21161,n/a,n/a
2016-2017,n/a,Inhambane,Govuro,Govuro,MZ08,MZ0803,n/a,Chuvas fortes,1,FALSE,0,1/17/2017,1829,507,6000,1200,2,n/a,n/a,n/a,n/a,160,243,2,n/a,n/a,74,7,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,27,n/a,n/a,n/a,n/a
2016-2017,n/a,Inhambane,Govuro,Govuro,MZ08,MZ0803,n/a,Inundades,0,FALSE,0,3/4/2017,1820,364,n/a,n/a,n/a,n/a,n/a,n/a,10,28,364,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2018-2019,Marco,Inhambane,Govuro,Govuro,n/a,n/a,n/a,Ciclone,n/a,n/a,n/a,3/14/2019,150,30,n/a,n/a,n/a,n/a,n/a,n/a,27,5,n/a,1,10,n/a,n/a,n/a,1,1,n/a,n/a,n/a,4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2016-2017,n/a,Gaza,Guija,Guija,MZ09,MZ0907,n/a,Chuvas e ventos fortes,1,TRUE,0,10/24/2016,1460,292,n/a,n/a,1,n/a,n/a,n/a,373,66,n/a,n/a,2,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2016-2017,n/a,Gaza,Guija,Guija,MZ09,MZ0907,062/INAM-DAPT/999/2016,Chuvas fortes,1,FALSE,0,12/24/2016,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2016-2017,n/a,Gaza,Guija,Guija,MZ09,MZ0907,n/a,Inundades,0,FALSE,0,3/3/2017,1859,372,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2017-2018,Outubro,Gaza,Guija,Guija,MZ09,MZ0907,n/a,Chuvas e ventos fortes,1,TRUE,0,10/8/2017,290,58,n/a,n/a,n/a,n/a,n/a,n/a,58,n/a,n/a,6,13,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2017-2018,Novembro,Gaza,Guija,Guija,MZ09,MZ0907,n/a,Ventos fortes,0,TRUE,0,11/15/2017,1550,310,n/a,n/a,1,n/a,n/a,n/a,310,n/a,n/a,1,4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2017-2018,Janeiro,Gaza,Guija,Guija,MZ09,MZ0907,n/a,Chuvas e ventos fortes,1,TRUE,0,1/2/2018,335,67,n/a,n/a,1,n/a,n/a,n/a,67,n/a,n/a,2,5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2017-2018,Fevereiro,Manica,Guro,Guro,MZ09,MZ0604,n/a,Chuvas e ventos fortes,1,TRUE,0,2/15/2018,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
